id,name,parkCode,fullName,states,designation,url
27A7E3AB-CA53-41D3-AEDE-FBF74D20F023,Braille,wica,Wind Cave National Park,SD,National Park,http://www.nps.gov/wica/
27A7E3AB-CA53-41D3-AEDE-FBF74D20F023,Braille,yell,Yellowstone National Park,"ID,MT,WY",National Park,http://www.nps.gov/yell/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,acad,Acadia National Park,ME,National Park,http://www.nps.gov/acad/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,band,Bandelier National Monument,NM,National Monument,http://www.nps.gov/band/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,blri,Blue Ridge Parkway,"NC,VA",Parkway,http://www.nps.gov/blri/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,bost,Boston National Historical Park,MA,National Historical Park,http://www.nps.gov/bost/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,brca,Bryce Canyon National Park,UT,National Park,http://www.nps.gov/brca/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,brvb,Brown v. Board of Education National Historical Park,KS,National Historical Park,http://www.nps.gov/brvb/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,cabr,Cabrillo National Monument,CA,National Monument,http://www.nps.gov/cabr/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,caco,Cape Cod National Seashore,MA,National Seashore,http://www.nps.gov/caco/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,chsc,Little Rock Central High School National Historic Site,AR,National Historic Site,http://www.nps.gov/chsc/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,ddem,Dwight D. Eisenhower Memorial,DC,Memorial,http://www.nps.gov/ddem/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,dena,Denali National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/dena/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,elte,El Camino Real de los Tejas National Historic Trail,"TX,LA",National Historic Trail,http://www.nps.gov/elte/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,ever,Everglades National Park,FL,National Park,http://www.nps.gov/ever/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,fomc,Fort McHenry National Monument and Historic Shrine,MD,National Monument and Historic Shrine,http://www.nps.gov/fomc/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,frla,Frederick Law Olmsted National Historic Site,MA,National Historic Site,http://www.nps.gov/frla/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,gate,Gateway National Recreation Area,"NY,NJ",National Recreation Area,http://www.nps.gov/gate/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,gegr,General Grant National Memorial,NY,National Memorial,http://www.nps.gov/gegr/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,glac,Glacier National Park,MT,National Park,http://www.nps.gov/glac/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,grca,Grand Canyon National Park,AZ,National Park,http://www.nps.gov/grca/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,gree,Greenbelt Park,MD,Park,http://www.nps.gov/gree/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,guis,Gulf Islands National Seashore,"FL,MS",National Seashore,http://www.nps.gov/guis/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,hafe,Harpers Ferry National Historical Park,"WV,VA,MD",National Historical Park,http://www.nps.gov/hafe/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,katm,Katmai National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/katm/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,klgo,Klondike Gold Rush National Historical Park,AK,National Historical Park,http://www.nps.gov/klgo/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,long,Longfellow House Washington's Headquarters National Historic Site,MA,National Historic Site,http://www.nps.gov/long/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,mlkm,"Martin Luther King, Jr. Memorial ",DC,,http://www.nps.gov/mlkm/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,nama,National Mall and Memorial Parks ,DC,,http://www.nps.gov/nama/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,noca,North Cascades National Park,WA,National Park,http://www.nps.gov/noca/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,pinn,Pinnacles National Park,CA,National Park,http://www.nps.gov/pinn/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,pore,Point Reyes National Seashore,CA,National Seashore,http://www.nps.gov/pore/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,pull,Pullman National Historical Park,IL,National Historical Park,http://www.nps.gov/pull/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,redw,Redwood National and State Parks,CA,National and State Parks,http://www.nps.gov/redw/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,rocr,Rock Creek Park,DC,Park,http://www.nps.gov/rocr/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,rori,Rosie the Riveter WWII Home Front National Historical Park,CA,National Historical Park,http://www.nps.gov/rori/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,saan,San Antonio Missions National Historical Park,TX,National Historical Park,http://www.nps.gov/saan/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,sajh,San Juan Island National Historical Park,WA,National Historical Park,http://www.nps.gov/sajh/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,seki,Sequoia & Kings Canyon National Parks,CA,National Parks,http://www.nps.gov/seki/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,vafo,Valley Forge National Historical Park,PA,National Historical Park,http://www.nps.gov/vafo/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,vall,Valles Caldera National Preserve,NM,National Preserve,http://www.nps.gov/vall/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,valr,Pearl Harbor National Memorial,HI,National Memorial,http://www.nps.gov/valr/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,viis,Virgin Islands National Park,VI,National Park,http://www.nps.gov/viis/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,wrst,Wrangell - St Elias National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/wrst/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,yose,Yosemite National Park,CA,National Park,http://www.nps.gov/yose/
DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,zion,Zion National Park,UT,National Park,http://www.nps.gov/zion/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,acad,Acadia National Park,ME,National Park,http://www.nps.gov/acad/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,amis,Amistad National Recreation Area,TX,National Recreation Area,http://www.nps.gov/amis/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,apis,Apostle Islands National Lakeshore,WI,National Lakeshore,http://www.nps.gov/apis/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,bibe,Big Bend National Park,TX,National Park,http://www.nps.gov/bibe/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,bica,Bighorn Canyon National Recreation Area,"MT,WY",National Recreation Area,http://www.nps.gov/bica/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,bicy,Big Cypress National Preserve,FL,National Preserve,http://www.nps.gov/bicy/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,bith,Big Thicket National Preserve,TX,National Preserve,http://www.nps.gov/bith/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,blri,Blue Ridge Parkway,"NC,VA",Parkway,http://www.nps.gov/blri/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,blrv,Blackstone River Valley National Historical Park,"RI,MA",National Historical Park,http://www.nps.gov/blrv/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,cabr,Cabrillo National Monument,CA,National Monument,http://www.nps.gov/cabr/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,caco,Cape Cod National Seashore,MA,National Seashore,http://www.nps.gov/caco/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,caha,Cape Hatteras National Seashore,NC,National Seashore,http://www.nps.gov/caha/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,cajo,Captain John Smith Chesapeake National Historic Trail,"VA,MD,DE,DC,PA,NY",National Historic Trail,http://www.nps.gov/cajo/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,cali,California National Historic Trail,"CA,CO,ID,KS,MO,NE,NV,OR,UT,WY",National Historic Trail,http://www.nps.gov/cali/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,cana,Canaveral National Seashore,FL,National Seashore,http://www.nps.gov/cana/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,cbpo,Chesapeake Bay ,"DC,DE,MD,NY,PA,VA,WV",,http://www.nps.gov/cbpo/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,chat,Chattahoochee River National Recreation Area,GA,National Recreation Area,http://www.nps.gov/chat/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,chis,Channel Islands National Park,CA,National Park,http://www.nps.gov/chis/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,choh,Chesapeake & Ohio Canal National Historical Park,"DC,MD,WV",National Historical Park,http://www.nps.gov/choh/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,cuis,Cumberland Island National Seashore,GA,National Seashore,http://www.nps.gov/cuis/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,cuva,Cuyahoga Valley National Park,OH,National Park,http://www.nps.gov/cuva/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,drto,Dry Tortugas National Park,FL,National Park,http://www.nps.gov/drto/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,ebla,Ebey's Landing National Historical Reserve,WA,National Historical Reserve,http://www.nps.gov/ebla/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,ever,Everglades National Park,FL,National Park,http://www.nps.gov/ever/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,fiis,Fire Island National Seashore,NY,National Seashore,http://www.nps.gov/fiis/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,fofr,Fort Frederica National Monument,GA,National Monument,http://www.nps.gov/fofr/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,fopu,Fort Pulaski National Monument,GA,National Monument,http://www.nps.gov/fopu/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,fora,Fort Raleigh National Historic Site,NC,National Historic Site,http://www.nps.gov/fora/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,fost,Fort Stanwix National Monument,NY,National Monument,http://www.nps.gov/fost/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,frst,First State National Historical Park,"DE,PA",National Historical Park,http://www.nps.gov/frst/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,gate,Gateway National Recreation Area,"NY,NJ",National Recreation Area,http://www.nps.gov/gate/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,gewa,George Washington Birthplace National Monument,VA,National Monument,http://www.nps.gov/gewa/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,glac,Glacier National Park,MT,National Park,http://www.nps.gov/glac/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,glba,Glacier Bay National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/glba/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,glca,Glen Canyon National Recreation Area,"AZ,UT",National Recreation Area,http://www.nps.gov/glca/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,grca,Grand Canyon National Park,AZ,National Park,http://www.nps.gov/grca/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,grpo,Grand Portage National Monument,MN,National Monument,http://www.nps.gov/grpo/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,grte,Grand Teton National Park,WY,National Park,http://www.nps.gov/grte/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,guis,Gulf Islands National Seashore,"FL,MS",National Seashore,http://www.nps.gov/guis/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,gwmp,George Washington Memorial Parkway,"DC,MD,VA",Memorial Parkway,http://www.nps.gov/gwmp/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,hocu,Hopewell Culture National Historical Park,OH,National Historical Park,http://www.nps.gov/hocu/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,iafl,Ice Age Floods National Geologic Trail,"WA,OR,ID,MT",National Geologic Trail,http://www.nps.gov/iafl/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,isro,Isle Royale National Park,MI,National Park,http://www.nps.gov/isro/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,juba,Juan Bautista de Anza National Historic Trail,"AZ,CA",National Historic Trail,http://www.nps.gov/juba/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,katm,Katmai National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/katm/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,kaww,Katahdin Woods and Waters National Monument,ME,National Monument,http://www.nps.gov/kaww/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,lake,Lake Mead National Recreation Area,"AZ,NV",National Recreation Area,http://www.nps.gov/lake/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,laro,Lake Roosevelt National Recreation Area,WA,National Recreation Area,http://www.nps.gov/laro/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,lavo,Lassen Volcanic National Park,CA,National Park,http://www.nps.gov/lavo/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,lecl,Lewis & Clark National Historic Trail,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",National Historic Trail,http://www.nps.gov/lecl/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,lewi,Lewis and Clark National Historical Park,"OR,WA",National Historical Park,http://www.nps.gov/lewi/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,maca,Mammoth Cave National Park,KY,National Park,http://www.nps.gov/maca/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,mnrr,Missouri National Recreational River,"SD,NE",National Recreational River,http://www.nps.gov/mnrr/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,nace,National Capital Parks-East ,DC,,http://www.nps.gov/nace/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,natr,Natchez Trace Parkway,"AL,MS,TN",Parkway,http://www.nps.gov/natr/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,niob,Niobrara National Scenic River,NE,National Scenic River,http://www.nps.gov/niob/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,noca,North Cascades National Park,WA,National Park,http://www.nps.gov/noca/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,olsp,Old Spanish National Historic Trail,"AZ,CA,CO,NV,NM,UT",National Historic Trail,http://www.nps.gov/olsp/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,olym,Olympic National Park,WA,National Park,http://www.nps.gov/olym/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,oreg,Oregon National Historic Trail,"ID,KS,MO,NE,OR,WA,WY",National Historic Trail,http://www.nps.gov/oreg/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,pais,Padre Island National Seashore,TX,National Seashore,http://www.nps.gov/pais/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,piro,Pictured Rocks National Lakeshore,MI,National Lakeshore,http://www.nps.gov/piro/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,pisc,Piscataway Park,MD,Park,http://www.nps.gov/pisc/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,pohe,Potomac Heritage National Scenic Trail,"DC,MD,PA,VA",National Scenic Trail,http://www.nps.gov/pohe/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,redw,Redwood National and State Parks,CA,National and State Parks,http://www.nps.gov/redw/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,rigr,Rio Grande Wild & Scenic River,TX,Wild & Scenic River,http://www.nps.gov/rigr/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,rira,River Raisin National Battlefield Park,MI,National Battlefield Park,http://www.nps.gov/rira/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,rocr,Rock Creek Park,DC,Park,http://www.nps.gov/rocr/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,sajh,San Juan Island National Historical Park,WA,National Historical Park,http://www.nps.gov/sajh/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,slbe,Sleeping Bear Dunes National Lakeshore,MI,National Lakeshore,http://www.nps.gov/slbe/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,stsp,Star-Spangled Banner National Historic Trail,"MD,VA,DC",National Historic Trail,http://www.nps.gov/stsp/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,timu,Timucuan Ecological & Historic Preserve,FL,Ecological & Historic Preserve,http://www.nps.gov/timu/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,upde,Upper Delaware Scenic & Recreational River,"NY,PA",Scenic & Recreational River,http://www.nps.gov/upde/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,vafo,Valley Forge National Historical Park,PA,National Historical Park,http://www.nps.gov/vafo/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,viis,Virgin Islands National Park,VI,National Park,http://www.nps.gov/viis/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,voya,Voyageurs National Park,MN,National Park,http://www.nps.gov/voya/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,whis,Whiskeytown National Recreation Area,CA,National Recreation Area,http://www.nps.gov/whis/
73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,wrst,Wrangell - St Elias National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/wrst/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,alca,Alcatraz Island ,CA,,http://www.nps.gov/alca/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,alfl,Alibates Flint Quarries National Monument,TX,National Monument,http://www.nps.gov/alfl/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,alpo,Allegheny Portage Railroad National Historic Site,PA,National Historic Site,http://www.nps.gov/alpo/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,amis,Amistad National Recreation Area,TX,National Recreation Area,http://www.nps.gov/amis/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,anti,Antietam National Battlefield,MD,National Battlefield,http://www.nps.gov/anti/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,band,Bandelier National Monument,NM,National Monument,http://www.nps.gov/band/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,beol,Bent's Old Fort National Historic Site,CO,National Historic Site,http://www.nps.gov/beol/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,blrv,Blackstone River Valley National Historical Park,"RI,MA",National Historical Park,http://www.nps.gov/blrv/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,brca,Bryce Canyon National Park,UT,National Park,http://www.nps.gov/brca/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,cajo,Captain John Smith Chesapeake National Historic Trail,"VA,MD,DE,DC,PA,NY",National Historic Trail,http://www.nps.gov/cajo/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,cari,Cane River Creole National Historical Park,LA,National Historical Park,http://www.nps.gov/cari/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,casa,Castillo de San Marcos National Monument,FL,National Monument,http://www.nps.gov/casa/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,cbpo,Chesapeake Bay ,"DC,DE,MD,NY,PA,VA,WV",,http://www.nps.gov/cbpo/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,colm,Colorado National Monument,CO,National Monument,http://www.nps.gov/colm/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,crla,Crater Lake National Park,OR,National Park,http://www.nps.gov/crla/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,elma,El Malpais National Monument,NM,National Monument,http://www.nps.gov/elma/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,fodo,Fort Donelson National Battlefield,"KY,TN",National Battlefield,http://www.nps.gov/fodo/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,fomc,Fort McHenry National Monument and Historic Shrine,MD,National Monument and Historic Shrine,http://www.nps.gov/fomc/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,fomr,Fort Monroe National Monument,VA,National Monument,http://www.nps.gov/fomr/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,fone,Fort Necessity National Battlefield,PA,National Battlefield,http://www.nps.gov/fone/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,fous,Fort Union Trading Post National Historic Site,"MT,ND",National Historic Site,http://www.nps.gov/fous/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,frst,First State National Historical Park,"DE,PA",National Historical Park,http://www.nps.gov/frst/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,gero,George Rogers Clark National Historical Park,IN,National Historical Park,http://www.nps.gov/gero/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,goga,Golden Gate National Recreation Area,CA,National Recreation Area,http://www.nps.gov/goga/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,grko,Grant-Kohrs Ranch National Historic Site,MT,National Historic Site,http://www.nps.gov/grko/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,guis,Gulf Islands National Seashore,"FL,MS",National Seashore,http://www.nps.gov/guis/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,gumo,Guadalupe Mountains National Park,TX,National Park,http://www.nps.gov/gumo/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,gwca,George Washington Carver National Monument,MO,National Monument,http://www.nps.gov/gwca/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,hatu,Harriet Tubman Underground Railroad National Historical Park,MD,National Historical Park,http://www.nps.gov/hatu/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,indu,Indiana Dunes National Park,IN,National Park,http://www.nps.gov/indu/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,jaga,James A Garfield National Historic Site,OH,National Historic Site,http://www.nps.gov/jaga/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,jeca,Jewel Cave National Monument,SD,National Monument,http://www.nps.gov/jeca/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,jeff,Gateway Arch National Park,MO,National Park,http://www.nps.gov/jeff/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,jica,Jimmy Carter National Historical Park,GA,National Historical Park,http://www.nps.gov/jica/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,jofl,Johnstown Flood National Memorial,PA,National Memorial,http://www.nps.gov/jofl/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,jomu,John Muir National Historic Site,CA,National Historic Site,http://www.nps.gov/jomu/
3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,knri,Knife River Indian Villages National Historic Site,ND,National Historic Site,http://www.nps.gov/knri/
