amenity_id,amenity_name,park_code,park_name,park_states,park_designation,park_url
E1467219-BFA0-4A9F-AB38-3B35E3CEC067,Tent Campsites,niob,Niobrara National Scenic River,NE,National Scenic River,http://www.nps.gov/niob/
E1467219-BFA0-4A9F-AB38-3B35E3CEC067,Tent Campsites,pais,Padre Island National Seashore,TX,National Seashore,http://www.nps.gov/pais/
E1467219-BFA0-4A9F-AB38-3B35E3CEC067,Tent Campsites,rigr,Rio Grande Wild & Scenic River,TX,Wild & Scenic River,http://www.nps.gov/rigr/
E1467219-BFA0-4A9F-AB38-3B35E3CEC067,Tent Campsites,sajh,San Juan Island National Historical Park,WA,National Historical Park,http://www.nps.gov/sajh/
E1467219-BFA0-4A9F-AB38-3B35E3CEC067,Tent Campsites,stsp,Star-Spangled Banner National Historic Trail,"MD,VA,DC",National Historic Trail,http://www.nps.gov/stsp/
E1467219-BFA0-4A9F-AB38-3B35E3CEC067,Tent Campsites,upde,Upper Delaware Scenic & Recreational River,"NY,PA",Scenic & Recreational River,http://www.nps.gov/upde/
BF109EEC-1E9C-4015-B5D1-829FE122C64B,Text Telephone/TTY,lecl,Lewis & Clark National Historic Trail,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",National Historic Trail,http://www.nps.gov/lecl/
BF109EEC-1E9C-4015-B5D1-829FE122C64B,Text Telephone/TTY,meve,Mesa Verde National Park,CO,National Park,http://www.nps.gov/meve/
BF109EEC-1E9C-4015-B5D1-829FE122C64B,Text Telephone/TTY,noca,North Cascades National Park,WA,National Park,http://www.nps.gov/noca/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,alca,Alcatraz Island ,CA,,http://www.nps.gov/alca/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,alfl,Alibates Flint Quarries National Monument,TX,National Monument,http://www.nps.gov/alfl/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,alpo,Allegheny Portage Railroad National Historic Site,PA,National Historic Site,http://www.nps.gov/alpo/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,band,Bandelier National Monument,NM,National Monument,http://www.nps.gov/band/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,beol,Bent's Old Fort National Historic Site,CO,National Historic Site,http://www.nps.gov/beol/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,bicy,Big Cypress National Preserve,FL,National Preserve,http://www.nps.gov/bicy/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,bost,Boston National Historical Park,MA,National Historical Park,http://www.nps.gov/bost/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,brca,Bryce Canyon National Park,UT,National Park,http://www.nps.gov/brca/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,brcr,Brices Cross Roads National Battlefield Site,MS,National Battlefield Site,http://www.nps.gov/brcr/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,buov,Butterfield Overland National Historic Trail,"MO,AR,OK,TX,NM,AZ,CA",National Historic Trail,http://www.nps.gov/buov/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,cagr,Casa Grande Ruins National Monument,AZ,National Monument,http://www.nps.gov/cagr/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,cali,California National Historic Trail,"CA,CO,ID,KS,MO,NE,NV,OR,UT,WY",National Historic Trail,http://www.nps.gov/cali/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,casa,Castillo de San Marcos National Monument,FL,National Monument,http://www.nps.gov/casa/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,cbpo,Chesapeake Bay ,"DC,DE,MD,NY,PA,VA,WV",,http://www.nps.gov/cbpo/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,colm,Colorado National Monument,CO,National Monument,http://www.nps.gov/colm/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,crla,Crater Lake National Park,OR,National Park,http://www.nps.gov/crla/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,cwdw,Civil War Defenses of Washington ,"DC,MD,VA",,http://www.nps.gov/cwdw/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,edal,Edgar Allan Poe National Historic Site,PA,National Historic Site,http://www.nps.gov/edal/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,elma,El Malpais National Monument,NM,National Monument,http://www.nps.gov/elma/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,fiis,Fire Island National Seashore,NY,National Seashore,http://www.nps.gov/fiis/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,fodu,Fort Dupont Park ,DC,,http://www.nps.gov/fodu/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,fola,Fort Laramie National Historic Site,WY,National Historic Site,http://www.nps.gov/fola/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,fols,Fort Larned National Historic Site,KS,National Historic Site,http://www.nps.gov/fols/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,fomc,Fort McHenry National Monument and Historic Shrine,MD,National Monument and Historic Shrine,http://www.nps.gov/fomc/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,fone,Fort Necessity National Battlefield,PA,National Battlefield,http://www.nps.gov/fone/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,fora,Fort Raleigh National Historic Site,NC,National Historic Site,http://www.nps.gov/fora/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,fosc,Fort Scott National Historic Site,KS,National Historic Site,http://www.nps.gov/fosc/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,fosu,Fort Sumter and Fort Moultrie National Historical Park,SC,National Historical Park,http://www.nps.gov/fosu/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,foth,Ford's Theatre ,DC,,http://www.nps.gov/foth/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,fova,Fort Vancouver National Historic Site,"OR,WA",National Historic Site,http://www.nps.gov/fova/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,frdo,Frederick Douglass National Historic Site,DC,National Historic Site,http://www.nps.gov/frdo/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,glac,Glacier National Park,MT,National Park,http://www.nps.gov/glac/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,glba,Glacier Bay National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/glba/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,glec,Glen Echo Park,MD,Park,http://www.nps.gov/glec/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,goga,Golden Gate National Recreation Area,CA,National Recreation Area,http://www.nps.gov/goga/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,grba,Great Basin National Park,NV,National Park,http://www.nps.gov/grba/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,guis,Gulf Islands National Seashore,"FL,MS",National Seashore,http://www.nps.gov/guis/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,gumo,Guadalupe Mountains National Park,TX,National Park,http://www.nps.gov/gumo/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,gwca,George Washington Carver National Monument,MO,National Monument,http://www.nps.gov/gwca/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,iafl,Ice Age Floods National Geologic Trail,"WA,OR,ID,MT",National Geologic Trail,http://www.nps.gov/iafl/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,inde,Independence National Historical Park,PA,National Historical Park,http://www.nps.gov/inde/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,indu,Indiana Dunes National Park,IN,National Park,http://www.nps.gov/indu/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,isro,Isle Royale National Park,MI,National Park,http://www.nps.gov/isro/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,jaga,James A Garfield National Historic Site,OH,National Historic Site,http://www.nps.gov/jaga/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,jeca,Jewel Cave National Monument,SD,National Monument,http://www.nps.gov/jeca/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,jeff,Gateway Arch National Park,MO,National Park,http://www.nps.gov/jeff/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,jica,Jimmy Carter National Historical Park,GA,National Historical Park,http://www.nps.gov/jica/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,jofl,Johnstown Flood National Memorial,PA,National Memorial,http://www.nps.gov/jofl/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,juba,Juan Bautista de Anza National Historic Trail,"AZ,CA",National Historic Trail,http://www.nps.gov/juba/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,katm,Katmai National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/katm/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,kewe,Keweenaw National Historical Park,MI,National Historical Park,http://www.nps.gov/kewe/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,klgo,Klondike Gold Rush National Historical Park,AK,National Historical Park,http://www.nps.gov/klgo/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,labe,Lava Beds National Monument,CA,National Monument,http://www.nps.gov/labe/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,lecl,Lewis & Clark National Historic Trail,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",National Historic Trail,http://www.nps.gov/lecl/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,lewi,Lewis and Clark National Historical Park,"OR,WA",National Historical Park,http://www.nps.gov/lewi/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,liho,Lincoln Home National Historic Site,IL,National Historic Site,http://www.nps.gov/liho/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,malu,"Martin Luther King, Jr. National Historical Park",GA,National Historical Park,http://www.nps.gov/malu/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,mimi,Minuteman Missile National Historic Site,SD,National Historic Site,http://www.nps.gov/mimi/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,mnrr,Missouri National Recreational River,"SD,NE",National Recreational River,http://www.nps.gov/mnrr/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,mopi,Mormon Pioneer National Historic Trail,"IL,IA,NE,UT,WY",National Historic Trail,http://www.nps.gov/mopi/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,nace,National Capital Parks-East ,DC,,http://www.nps.gov/nace/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,nama,National Mall and Memorial Parks ,DC,,http://www.nps.gov/nama/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,nebe,New Bedford Whaling National Historical Park,MA,National Historical Park,http://www.nps.gov/nebe/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,nepe,Nez Perce National Historical Park,"ID,MT,OR,WA",National Historical Park,http://www.nps.gov/nepe/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,niob,Niobrara National Scenic River,NE,National Scenic River,http://www.nps.gov/niob/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,olym,Olympic National Park,WA,National Park,http://www.nps.gov/olym/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,oreg,Oregon National Historic Trail,"ID,KS,MO,NE,OR,WA,WY",National Historic Trail,http://www.nps.gov/oreg/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,poex,Pony Express National Historic Trail,"CA,CO,KS,MO,NE,NV,UT,WY",National Historic Trail,http://www.nps.gov/poex/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,pohe,Potomac Heritage National Scenic Trail,"DC,MD,PA,VA",National Scenic Trail,http://www.nps.gov/pohe/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,redw,Redwood National and State Parks,CA,National and State Parks,http://www.nps.gov/redw/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,rori,Rosie the Riveter WWII Home Front National Historical Park,CA,National Historical Park,http://www.nps.gov/rori/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,saan,San Antonio Missions National Historical Park,TX,National Historical Park,http://www.nps.gov/saan/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,safe,Santa Fe National Historic Trail,"CO,KS,MO,NM,OK",National Historic Trail,http://www.nps.gov/safe/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,sahi,Sagamore Hill National Historic Site,NY,National Historic Site,http://www.nps.gov/sahi/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,shil,Shiloh National Military Park,"TN,MS",National Military Park,http://www.nps.gov/shil/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,sitk,Sitka National Historical Park,AK,National Historical Park,http://www.nps.gov/sitk/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,slbe,Sleeping Bear Dunes National Lakeshore,MI,National Lakeshore,http://www.nps.gov/slbe/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,spar,Springfield Armory National Historic Site,MA,National Historic Site,http://www.nps.gov/spar/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,thko,Thaddeus Kosciuszko National Memorial,PA,National Memorial,http://www.nps.gov/thko/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,tupe,Tupelo National Battlefield,MS,National Battlefield,http://www.nps.gov/tupe/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,vick,Vicksburg National Military Park,"MS,LA",National Military Park,http://www.nps.gov/vick/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,whsa,White Sands National Park,NM,National Park,http://www.nps.gov/whsa/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,wica,Wind Cave National Park,SD,National Park,http://www.nps.gov/wica/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,wori,Women's Rights National Historical Park,NY,National Historical Park,http://www.nps.gov/wori/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,wotr,Wolf Trap National Park for the Performing Arts ,VA,,http://www.nps.gov/wotr/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,wrst,Wrangell - St Elias National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/wrst/
A5EA8D15-1DFE-43D4-B2C4-B76DD927CE50,Theater/Auditorium,yose,Yosemite National Park,CA,National Park,http://www.nps.gov/yose/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,beol,Bent's Old Fort National Historic Site,CO,National Historic Site,http://www.nps.gov/beol/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,bicr,Birmingham Civil Rights National Monument,AL,National Monument,http://www.nps.gov/bicr/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,brca,Bryce Canyon National Park,UT,National Park,http://www.nps.gov/brca/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,caha,Cape Hatteras National Seashore,NC,National Seashore,http://www.nps.gov/caha/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,cajo,Captain John Smith Chesapeake National Historic Trail,"VA,MD,DE,DC,PA,NY",National Historic Trail,http://www.nps.gov/cajo/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,casa,Castillo de San Marcos National Monument,FL,National Monument,http://www.nps.gov/casa/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,cbpo,Chesapeake Bay ,"DC,DE,MD,NY,PA,VA,WV",,http://www.nps.gov/cbpo/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,elma,El Malpais National Monument,NM,National Monument,http://www.nps.gov/elma/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,ever,Everglades National Park,FL,National Park,http://www.nps.gov/ever/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,grfa,Great Falls Park,VA,Park,http://www.nps.gov/grfa/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,guis,Gulf Islands National Seashore,"FL,MS",National Seashore,http://www.nps.gov/guis/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,gwmp,George Washington Memorial Parkway,"DC,MD,VA",Memorial Parkway,http://www.nps.gov/gwmp/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,iafl,Ice Age Floods National Geologic Trail,"WA,OR,ID,MT",National Geologic Trail,http://www.nps.gov/iafl/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,jaga,James A Garfield National Historic Site,OH,National Historic Site,http://www.nps.gov/jaga/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,jeca,Jewel Cave National Monument,SD,National Monument,http://www.nps.gov/jeca/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,jeff,Gateway Arch National Park,MO,National Park,http://www.nps.gov/jeff/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,kewe,Keweenaw National Historical Park,MI,National Historical Park,http://www.nps.gov/kewe/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,lecl,Lewis & Clark National Historic Trail,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",National Historic Trail,http://www.nps.gov/lecl/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,lewi,Lewis and Clark National Historical Park,"OR,WA",National Historical Park,http://www.nps.gov/lewi/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,liho,Lincoln Home National Historic Site,IL,National Historic Site,http://www.nps.gov/liho/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,mabi,Marsh - Billings - Rockefeller National Historical Park,VT,National Historical Park,http://www.nps.gov/mabi/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,nama,National Mall and Memorial Parks ,DC,,http://www.nps.gov/nama/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,natc,Natchez National Historical Park,MS,National Historical Park,http://www.nps.gov/natc/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,nebe,New Bedford Whaling National Historical Park,MA,National Historical Park,http://www.nps.gov/nebe/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,noca,North Cascades National Park,WA,National Park,http://www.nps.gov/noca/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,pohe,Potomac Heritage National Scenic Trail,"DC,MD,PA,VA",National Scenic Trail,http://www.nps.gov/pohe/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,sahi,Sagamore Hill National Historic Site,NY,National Historic Site,http://www.nps.gov/sahi/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,seki,Sequoia & Kings Canyon National Parks,CA,National Parks,http://www.nps.gov/seki/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,stsp,Star-Spangled Banner National Historic Trail,"MD,VA,DC",National Historic Trail,http://www.nps.gov/stsp/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,wamo,Washington Monument ,DC,,http://www.nps.gov/wamo/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,wica,Wind Cave National Park,SD,National Park,http://www.nps.gov/wica/
C7577040-41BF-4948-9521-7044E09ABF7C,Ticket Sales,wotr,Wolf Trap National Park for the Performing Arts ,VA,,http://www.nps.gov/wotr/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,acad,Acadia National Park,ME,National Park,http://www.nps.gov/acad/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,alfl,Alibates Flint Quarries National Monument,TX,National Monument,http://www.nps.gov/alfl/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,alpo,Allegheny Portage Railroad National Historic Site,PA,National Historic Site,http://www.nps.gov/alpo/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,amis,Amistad National Recreation Area,TX,National Recreation Area,http://www.nps.gov/amis/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,appa,Appalachian National Scenic Trail,"CT,GA,MA,MD,ME,NC,NH,NJ,NY,PA,TN,VA,VT,WV",National Scenic Trail,http://www.nps.gov/appa/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,badl,Badlands National Park,SD,National Park,http://www.nps.gov/badl/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,band,Bandelier National Monument,NM,National Monument,http://www.nps.gov/band/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,beol,Bent's Old Fort National Historic Site,CO,National Historic Site,http://www.nps.gov/beol/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,bibe,Big Bend National Park,TX,National Park,http://www.nps.gov/bibe/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,bica,Bighorn Canyon National Recreation Area,"MT,WY",National Recreation Area,http://www.nps.gov/bica/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,bicr,Birmingham Civil Rights National Monument,AL,National Monument,http://www.nps.gov/bicr/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,bicy,Big Cypress National Preserve,FL,National Preserve,http://www.nps.gov/bicy/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,bith,Big Thicket National Preserve,TX,National Preserve,http://www.nps.gov/bith/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,blri,Blue Ridge Parkway,"NC,VA",Parkway,http://www.nps.gov/blri/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,boaf,Boston African American National Historic Site,MA,National Historic Site,http://www.nps.gov/boaf/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,boha,Boston Harbor Islands National Recreation Area,MA,National Recreation Area,http://www.nps.gov/boha/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,bost,Boston National Historical Park,MA,National Historical Park,http://www.nps.gov/bost/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,brca,Bryce Canyon National Park,UT,National Park,http://www.nps.gov/brca/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,brcr,Brices Cross Roads National Battlefield Site,MS,National Battlefield Site,http://www.nps.gov/brcr/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,buff,Buffalo National River,AR,National River,http://www.nps.gov/buff/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,cabr,Cabrillo National Monument,CA,National Monument,http://www.nps.gov/cabr/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,caco,Cape Cod National Seashore,MA,National Seashore,http://www.nps.gov/caco/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,caha,Cape Hatteras National Seashore,NC,National Seashore,http://www.nps.gov/caha/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,cajo,Captain John Smith Chesapeake National Historic Trail,"VA,MD,DE,DC,PA,NY",National Historic Trail,http://www.nps.gov/cajo/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,casa,Castillo de San Marcos National Monument,FL,National Monument,http://www.nps.gov/casa/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,cato,Catoctin Mountain Park,MD,Park,http://www.nps.gov/cato/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,cavo,Capulin Volcano National Monument,NM,National Monument,http://www.nps.gov/cavo/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,cbpo,Chesapeake Bay ,"DC,DE,MD,NY,PA,VA,WV",,http://www.nps.gov/cbpo/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,chat,Chattahoochee River National Recreation Area,GA,National Recreation Area,http://www.nps.gov/chat/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,choh,Chesapeake & Ohio Canal National Historical Park,"DC,MD,WV",National Historical Park,http://www.nps.gov/choh/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,colm,Colorado National Monument,CO,National Monument,http://www.nps.gov/colm/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,coro,Coronado National Memorial,AZ,National Memorial,http://www.nps.gov/coro/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,crla,Crater Lake National Park,OR,National Park,http://www.nps.gov/crla/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,cuis,Cumberland Island National Seashore,GA,National Seashore,http://www.nps.gov/cuis/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,cuva,Cuyahoga Valley National Park,OH,National Park,http://www.nps.gov/cuva/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,deto,Devils Tower National Monument,WY,National Monument,http://www.nps.gov/deto/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,deva,Death Valley National Park,"CA,NV",National Park,http://www.nps.gov/deva/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,eise,Eisenhower National Historic Site,PA,National Historic Site,http://www.nps.gov/eise/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,elma,El Malpais National Monument,NM,National Monument,http://www.nps.gov/elma/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,elte,El Camino Real de los Tejas National Historic Trail,"TX,LA",National Historic Trail,http://www.nps.gov/elte/
CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,ever,Everglades National Park,FL,National Park,http://www.nps.gov/ever/
