park_id,park_url,park_name,park_code,park_latitude,park_longitude,park_designation
28F155F2-5116-4E4F-9E21-E8CBCFA5FF49,https://www.nps.gov/neri/index.htm,New River Gorge National Park & Preserve,neri,37.86878554,-80.99956002,National Park & Preserve
05F2A0A7-317D-4C4F-95D6-F046BE96310C,https://www.nps.gov/nepe/index.htm,Nez Perce National Historical Park,nepe,46.07019093,-115.8761258,National Historical Park
C8E59368-4CCA-4513-B2C5-D055BC0DA491,https://www.nps.gov/nico/index.htm,Nicodemus National Historic Site,nico,39.39167606,-99.61680329,National Historic Site
1291920D-2428-4FEA-9670-7EBC45284A59,https://www.nps.gov/nisi/index.htm,Ninety Six National Historic Site,nisi,34.14273587,-82.01636079,National Historic Site
406594CB-1532-45CD-82EA-0C03FD2F0422,https://www.nps.gov/niob/index.htm,Niobrara National Scenic River,niob,42.79413083,-99.91870646,National Scenic River
C9AA17CC-3152-464A-A9E2-494368086045,https://www.nps.gov/noat/index.htm,Noatak National Preserve,noat,68.01027053,-159.831694,National Preserve
80EB184D-4B6D-4AD2-B6E2-CAAD6312B27D,https://www.nps.gov/noca/index.htm,North Cascades National Park,noca,48.71171756,-121.2069423,National Park
4BE453C2-6527-484F-90D6-98057901EBDF,https://www.nps.gov/noco/index.htm,North Country National Scenic Trail,noco,46.334400743,-90.8165630499,National Scenic Trail
EE2565D2-D745-4EF7-8814-21DF448427AD,https://www.nps.gov/obed/index.htm,Obed Wild & Scenic River,obed,36.1056026037,-84.5979170501,Wild & Scenic River
81AFEB37-7119-4BF1-B65B-806BAB973FFD,https://www.nps.gov/ocmu/index.htm,Ocmulgee Mounds National Historical Park,ocmu,32.83816576,-83.60224853,National Historical Park
5837B4BA-86B4-4162-803C-E9DF325D5FC6,https://www.nps.gov/okci/index.htm,Oklahoma City National Memorial,okci,35.473,-97.5171,National Memorial
8B07C05F-9C4A-4799-8428-DFA2BBB733AC,https://www.nps.gov/olsp/index.htm,Old Spanish National Historic Trail,olsp,37.0791782514,-112.114693431,National Historic Trail
81CFE898-AD06-4C0D-8A9B-C8D356273F0D,https://www.nps.gov/olym/index.htm,Olympic National Park,olym,47.80392754,-123.6663848,National Park
480702B9-E8B5-45A1-ACB4-7B044C13F7A2,https://www.nps.gov/orca/index.htm,Oregon Caves National Monument & Preserve,orca,42.10319143,-123.4018586,National Monument & Preserve
4E072F12-3E85-4219-B456-A8F04C688879,https://www.nps.gov/oreg/index.htm,Oregon National Historic Trail,oreg,41.9876977831,-109.634200841,National Historic Trail
8A4FA0D4-A3BE-4AE2-8303-1936D9BA1E29,https://www.nps.gov/orpi/index.htm,Organ Pipe Cactus National Monument,orpi,32.03585543,-112.8573314,National Monument
BAB8E761-8BB9-4DFF-9D38-5D4BA9AB2BD4,https://www.nps.gov/ovvi/index.htm,Overmountain Victory National Historic Trail,ovvi,35.14044,-81.377,National Historic Trail
5536A389-5457-4E3F-84E2-D67861BB34D9,https://www.nps.gov/oxhi/index.htm,Oxon Cove Park & Oxon Hill Farm,oxhi,38.80578214,-77.01131457,
CEC2A157-CDDC-4F11-BBE5-0AA2CEA35ADB,https://www.nps.gov/ozar/index.htm,Ozark National Scenic Riverways,ozar,37.13968894,-91.25709817,National Scenic Riverways
7F7E12D2-E295-41D2-8446-BBF5EEF2F8F2,https://www.nps.gov/pais/index.htm,Padre Island National Seashore,pais,27.05381186,-97.35901135,National Seashore
3E8C5A4D-6302-4E50-9FCC-A9EC7BFBF1D6,https://www.nps.gov/paal/index.htm,Palo Alto Battlefield National Historical Park,paal,26.02387351,-97.46296072,National Historical Park
9604169F-6A23-4E70-937B-3BE7315590F2,https://www.nps.gov/pagr/index.htm,Paterson Great Falls National Historical Park,pagr,40.91584645,-74.18021494,National Historical Park
58BCDB2B-5A91-4892-8470-76D802313884,https://www.nps.gov/peri/index.htm,Pea Ridge National Military Park,peri,36.45438033,-94.03468357,National Military Park
0B61230F-375C-4392-BDF0-BB3FC43D2CFE,https://www.nps.gov/valr/index.htm,Pearl Harbor National Memorial,valr,21.3670699388,-157.938578898,National Memorial
8CBA3879-59AB-4EFE-8523-1DC6F77FB212,https://www.nps.gov/peco/index.htm,Pecos National Historical Park,peco,35.54192238,-105.6814684,National Historical Park
6282ABFA-00EF-413D-BE91-48D993A356F4,https://www.nps.gov/paav/index.htm,Pennsylvania Avenue,paav,38.89426856,-77.02506554,
29329926-4215-4E10-83B8-5CF162A0E3F1,https://www.nps.gov/pevi/index.htm,Perry's Victory & International Peace Memorial,pevi,41.65449782,-82.8115794,Memorial
16B99840-35CB-4D14-BB83-136C371EFD2E,https://www.nps.gov/pete/index.htm,Petersburg National Battlefield,pete,37.19109957,-77.47594865,National Battlefield
1ABD0EFF-AC09-4EA1-8CC1-2351A3E160D0,https://www.nps.gov/pefo/index.htm,Petrified Forest National Park,pefo,34.98387664,-109.7877678,National Park
47CBA521-0A8A-4728-8BDA-85D269455A7A,https://www.nps.gov/petr/index.htm,Petroglyph National Monument,petr,35.13915998,-106.7491456,National Monument
8D803E2F-FB28-4DC3-9EDC-7FDAE185C092,https://www.nps.gov/piro/index.htm,Pictured Rocks National Lakeshore,piro,46.56435642,-86.31628733,National Lakeshore
9B266961-3364-43D2-9A08-82BB5EF5643F,https://www.nps.gov/pinn/index.htm,Pinnacles National Park,pinn,36.49029208,-121.1813607,National Park
97145E4E-3909-4669-8102-9559F3C405D1,https://www.nps.gov/pisp/index.htm,Pipe Spring National Monument,pisp,36.86282666,-112.7398567,National Monument
