Park Designation,Park Code,Park Name,Present in States,Free Entrance,Entrance Fee,Park Website,Activity Option,Available Amenity,Park Latitude,Park Longitude,Entrance Fees
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Boating,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Camping,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Climbing,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Compass and GPS,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Fishing,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Food,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Guided Tours,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hands-On,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hiking,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Horse Trekking,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Ice Skating,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Junior Ranger Program,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Paddling,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Park Film,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Shopping,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Skiing,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snow Play,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowmobiling,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowshoeing,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Swimming,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Wildlife Watching,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Arts and Culture,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Astronomy,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Biking,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Boating,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Camping,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Climbing,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Compass and GPS,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Fishing,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Food,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Guided Tours,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hands-On,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hiking,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Horse Trekking,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Ice Skating,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Junior Ranger Program,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Paddling,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Park Film,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Shopping,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Skiing,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snow Play,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowmobiling,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowshoeing,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Swimming,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Wildlife Watching,Food/Drink - Restaurant/Table Service,44.409286,-68.247501,$91.00
National Park,blca,Black Canyon Of The Gunnison National Park,CO,False,320.0,http://www.nps.gov/blca/,Camping,Accessible Sites,38.57779869,-107.7242756,$320.00
National Park,blca,Black Canyon Of The Gunnison National Park,CO,False,320.0,http://www.nps.gov/blca/,Climbing,Accessible Sites,38.57779869,-107.7242756,$320.00
National Park,blca,Black Canyon Of The Gunnison National Park,CO,False,320.0,http://www.nps.gov/blca/,Fishing,Accessible Sites,38.57779869,-107.7242756,$320.00
National Park,blca,Black Canyon Of The Gunnison National Park,CO,False,320.0,http://www.nps.gov/blca/,Hiking,Accessible Sites,38.57779869,-107.7242756,$320.00
National Park,blca,Black Canyon Of The Gunnison National Park,CO,False,320.0,http://www.nps.gov/blca/,Horse Trekking,Accessible Sites,38.57779869,-107.7242756,$320.00
National Park,blca,Black Canyon Of The Gunnison National Park,CO,False,320.0,http://www.nps.gov/blca/,Paddling,Accessible Sites,38.57779869,-107.7242756,$320.00
National Park,blca,Black Canyon Of The Gunnison National Park,CO,False,320.0,http://www.nps.gov/blca/,Skiing,Accessible Sites,38.57779869,-107.7242756,$320.00
National Park,blca,Black Canyon Of The Gunnison National Park,CO,False,320.0,http://www.nps.gov/blca/,Snowshoeing,Accessible Sites,38.57779869,-107.7242756,$320.00
National Park,blca,Black Canyon Of The Gunnison National Park,CO,False,320.0,http://www.nps.gov/blca/,Wildlife Watching,Accessible Sites,38.57779869,-107.7242756,$320.00
National Park,arch,Arches National Park,UT,False,72.0,http://www.nps.gov/arch/,Arts and Culture,Bicycle - Rack,38.72261844,-109.5863666,$72.00
National Park,arch,Arches National Park,UT,False,72.0,http://www.nps.gov/arch/,Astronomy,Bicycle - Rack,38.72261844,-109.5863666,$72.00
National Park,arch,Arches National Park,UT,False,72.0,http://www.nps.gov/arch/,Biking,Bicycle - Rack,38.72261844,-109.5863666,$72.00
National Park,arch,Arches National Park,UT,False,72.0,http://www.nps.gov/arch/,Camping,Bicycle - Rack,38.72261844,-109.5863666,$72.00
National Park,arch,Arches National Park,UT,False,72.0,http://www.nps.gov/arch/,Canyoneering,Bicycle - Rack,38.72261844,-109.5863666,$72.00
National Park,arch,Arches National Park,UT,False,72.0,http://www.nps.gov/arch/,Climbing,Bicycle - Rack,38.72261844,-109.5863666,$72.00
National Park,arch,Arches National Park,UT,False,72.0,http://www.nps.gov/arch/,Guided Tours,Bicycle - Rack,38.72261844,-109.5863666,$72.00
National Park,arch,Arches National Park,UT,False,72.0,http://www.nps.gov/arch/,Hiking,Bicycle - Rack,38.72261844,-109.5863666,$72.00
National Park,arch,Arches National Park,UT,False,72.0,http://www.nps.gov/arch/,Horse Trekking,Bicycle - Rack,38.72261844,-109.5863666,$72.00
National Park,arch,Arches National Park,UT,False,72.0,http://www.nps.gov/arch/,Junior Ranger Program,Bicycle - Rack,38.72261844,-109.5863666,$72.00
National Park,arch,Arches National Park,UT,False,72.0,http://www.nps.gov/arch/,Shopping,Bicycle - Rack,38.72261844,-109.5863666,$72.00
