park_code,activity_id,activity_name,park_states,park_id,park_latitude,park_longitude,park_designation,park_url,park_name,min_summer_temp,max_summer_temp,min_winter_temp,max_winter_temp,min_spring_temp,max_spring_temp,min_fall_temp,max_fall_temp
acad,42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,ME,6DA17C86-088E-4B4D-B862-7C1BD5CF236B,44.409286,-68.247501,National Park,https://www.nps.gov/acad/index.htm,Acadia National Park,51.1,72.9,17.6,29.2,8.6,27.8,46.5,62.2
acad,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,ME,6DA17C86-088E-4B4D-B862-7C1BD5CF236B,44.409286,-68.247501,National Park,https://www.nps.gov/acad/index.htm,Acadia National Park,51.1,72.9,17.6,29.2,8.6,27.8,46.5,62.2
acad,0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,ME,6DA17C86-088E-4B4D-B862-7C1BD5CF236B,44.409286,-68.247501,National Park,https://www.nps.gov/acad/index.htm,Acadia National Park,51.1,72.9,17.6,29.2,8.6,27.8,46.5,62.2
acad,5FF5B286-E9C3-430E-B612-3380D8138600,Ice Skating,ME,6DA17C86-088E-4B4D-B862-7C1BD5CF236B,44.409286,-68.247501,National Park,https://www.nps.gov/acad/index.htm,Acadia National Park,51.1,72.9,17.6,29.2,8.6,27.8,46.5,62.2
acad,DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,ME,6DA17C86-088E-4B4D-B862-7C1BD5CF236B,44.409286,-68.247501,National Park,https://www.nps.gov/acad/index.htm,Acadia National Park,51.1,72.9,17.6,29.2,8.6,27.8,46.5,62.2
acad,4D224BCA-C127-408B-AC75-A51563C42411,Paddling,ME,6DA17C86-088E-4B4D-B862-7C1BD5CF236B,44.409286,-68.247501,National Park,https://www.nps.gov/acad/index.htm,Acadia National Park,51.1,72.9,17.6,29.2,8.6,27.8,46.5,62.2
acad,0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,ME,6DA17C86-088E-4B4D-B862-7C1BD5CF236B,44.409286,-68.247501,National Park,https://www.nps.gov/acad/index.htm,Acadia National Park,51.1,72.9,17.6,29.2,8.6,27.8,46.5,62.2
acad,24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,ME,6DA17C86-088E-4B4D-B862-7C1BD5CF236B,44.409286,-68.247501,National Park,https://www.nps.gov/acad/index.htm,Acadia National Park,51.1,72.9,17.6,29.2,8.6,27.8,46.5,62.2
acad,F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,ME,6DA17C86-088E-4B4D-B862-7C1BD5CF236B,44.409286,-68.247501,National Park,https://www.nps.gov/acad/index.htm,Acadia National Park,51.1,72.9,17.6,29.2,8.6,27.8,46.5,62.2
acad,C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,ME,6DA17C86-088E-4B4D-B862-7C1BD5CF236B,44.409286,-68.247501,National Park,https://www.nps.gov/acad/index.htm,Acadia National Park,51.1,72.9,17.6,29.2,8.6,27.8,46.5,62.2
acad,7C912B83-1B1B-4807-9B66-97C12211E48E,Snowmobiling,ME,6DA17C86-088E-4B4D-B862-7C1BD5CF236B,44.409286,-68.247501,National Park,https://www.nps.gov/acad/index.htm,Acadia National Park,51.1,72.9,17.6,29.2,8.6,27.8,46.5,62.2
acad,01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,ME,6DA17C86-088E-4B4D-B862-7C1BD5CF236B,44.409286,-68.247501,National Park,https://www.nps.gov/acad/index.htm,Acadia National Park,51.1,72.9,17.6,29.2,8.6,27.8,46.5,62.2
acad,587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,ME,6DA17C86-088E-4B4D-B862-7C1BD5CF236B,44.409286,-68.247501,National Park,https://www.nps.gov/acad/index.htm,Acadia National Park,51.1,72.9,17.6,29.2,8.6,27.8,46.5,62.2
acad,0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,ME,6DA17C86-088E-4B4D-B862-7C1BD5CF236B,44.409286,-68.247501,National Park,https://www.nps.gov/acad/index.htm,Acadia National Park,51.1,72.9,17.6,29.2,8.6,27.8,46.5,62.2
arch,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,UT,36240051-018E-4915-B6EA-3F1A7F24FBE4,38.72261844,-109.5863666,National Park,https://www.nps.gov/arch/index.htm,Arches National Park,56.4,82.8,17.9,32.0,29.8,40.0,44.4,67.2
arch,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy,UT,36240051-018E-4915-B6EA-3F1A7F24FBE4,38.72261844,-109.5863666,National Park,https://www.nps.gov/arch/index.htm,Arches National Park,56.4,82.8,17.9,32.0,29.8,40.0,44.4,67.2
arch,7CE6E935-F839-4FEC-A63E-052B1DEF39D2,Biking,UT,36240051-018E-4915-B6EA-3F1A7F24FBE4,38.72261844,-109.5863666,National Park,https://www.nps.gov/arch/index.htm,Arches National Park,56.4,82.8,17.9,32.0,29.8,40.0,44.4,67.2
arch,A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,UT,36240051-018E-4915-B6EA-3F1A7F24FBE4,38.72261844,-109.5863666,National Park,https://www.nps.gov/arch/index.htm,Arches National Park,56.4,82.8,17.9,32.0,29.8,40.0,44.4,67.2
arch,07CBCA6A-46B8-413F-8B6C-ABEDEBF9853E,Canyoneering,UT,36240051-018E-4915-B6EA-3F1A7F24FBE4,38.72261844,-109.5863666,National Park,https://www.nps.gov/arch/index.htm,Arches National Park,56.4,82.8,17.9,32.0,29.8,40.0,44.4,67.2
arch,B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,UT,36240051-018E-4915-B6EA-3F1A7F24FBE4,38.72261844,-109.5863666,National Park,https://www.nps.gov/arch/index.htm,Arches National Park,56.4,82.8,17.9,32.0,29.8,40.0,44.4,67.2
arch,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,UT,36240051-018E-4915-B6EA-3F1A7F24FBE4,38.72261844,-109.5863666,National Park,https://www.nps.gov/arch/index.htm,Arches National Park,56.4,82.8,17.9,32.0,29.8,40.0,44.4,67.2
arch,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,UT,36240051-018E-4915-B6EA-3F1A7F24FBE4,38.72261844,-109.5863666,National Park,https://www.nps.gov/arch/index.htm,Arches National Park,56.4,82.8,17.9,32.0,29.8,40.0,44.4,67.2
arch,0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,UT,36240051-018E-4915-B6EA-3F1A7F24FBE4,38.72261844,-109.5863666,National Park,https://www.nps.gov/arch/index.htm,Arches National Park,56.4,82.8,17.9,32.0,29.8,40.0,44.4,67.2
arch,DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,UT,36240051-018E-4915-B6EA-3F1A7F24FBE4,38.72261844,-109.5863666,National Park,https://www.nps.gov/arch/index.htm,Arches National Park,56.4,82.8,17.9,32.0,29.8,40.0,44.4,67.2
arch,24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,UT,36240051-018E-4915-B6EA-3F1A7F24FBE4,38.72261844,-109.5863666,National Park,https://www.nps.gov/arch/index.htm,Arches National Park,56.4,82.8,17.9,32.0,29.8,40.0,44.4,67.2
care,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,7CE6E935-F839-4FEC-A63E-052B1DEF39D2,Biking,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,07CBCA6A-46B8-413F-8B6C-ABEDEBF9853E,Canyoneering,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,B204DE60-5A24-43DD-8902-C81625A09A74,Living History,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
care,0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,UT,2F05E2B8-CDA3-434E-9C4C-C7DD828CAC3B,38.2821653131,-111.247048378,National Park,https://www.nps.gov/care/index.htm,Capitol Reef National Park,48.5,77.9,18.3,31.4,25.6,39.0,41.4,65.6
cuva,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,OH,F4D44F29-3F67-498F-B05B-0783473D2708,41.26093905,-81.57116722,National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,7CE6E935-F839-4FEC-A63E-052B1DEF39D2,Biking,OH,F4D44F29-3F67-498F-B05B-0783473D2708,41.26093905,-81.57116722,National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,OH,F4D44F29-3F67-498F-B05B-0783473D2708,41.26093905,-81.57116722,National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,OH,F4D44F29-3F67-498F-B05B-0783473D2708,41.26093905,-81.57116722,National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,OH,F4D44F29-3F67-498F-B05B-0783473D2708,41.26093905,-81.57116722,National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,OH,F4D44F29-3F67-498F-B05B-0783473D2708,41.26093905,-81.57116722,National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,OH,F4D44F29-3F67-498F-B05B-0783473D2708,41.26093905,-81.57116722,National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,OH,F4D44F29-3F67-498F-B05B-0783473D2708,41.26093905,-81.57116722,National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,B204DE60-5A24-43DD-8902-C81625A09A74,Living History,OH,F4D44F29-3F67-498F-B05B-0783473D2708,41.26093905,-81.57116722,National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,4D224BCA-C127-408B-AC75-A51563C42411,Paddling,OH,F4D44F29-3F67-498F-B05B-0783473D2708,41.26093905,-81.57116722,National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,OH,F4D44F29-3F67-498F-B05B-0783473D2708,41.26093905,-81.57116722,National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,OH,F4D44F29-3F67-498F-B05B-0783473D2708,41.26093905,-81.57116722,National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,OH,F4D44F29-3F67-498F-B05B-0783473D2708,41.26093905,-81.57116722,National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,OH,F4D44F29-3F67-498F-B05B-0783473D2708,41.26093905,-81.57116722,National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,OH,F4D44F29-3F67-498F-B05B-0783473D2708,41.26093905,-81.57116722,National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
glac,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,5F723BAD-7359-48FC-98FA-631592256E35,Auto and ATV,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,7CE6E935-F839-4FEC-A63E-052B1DEF39D2,Biking,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,071BA73C-1D3C-46D4-A53C-00D5602F7F0E,Boating,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,4D224BCA-C127-408B-AC75-A51563C42411,Paddling,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,48.68414678,-113.8009306,National Park,https://www.nps.gov/glac/index.htm,Glacier National Park,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
grca,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,5F723BAD-7359-48FC-98FA-631592256E35,Auto and ATV,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,7CE6E935-F839-4FEC-A63E-052B1DEF39D2,Biking,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,071BA73C-1D3C-46D4-A53C-00D5602F7F0E,Boating,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
